0002102000;0002365000;0002210000;0001527000;0002992000;0002103000;0001884000;0002056000;0002441000;0001972000;0002467000;0005256000;0001719000;0003223000;0004307000;0003137000;0001923000;0003930000;0002066000;0002915000;0002020000;0004891000;0002741000;0002369000;0004933000;0002596000;0002274000;0002354000;0003850000;0002449000;0003128000;0002072000;0002101000;0003917000;0001799000;0001941000;0002256000;0003138000;0002381000;0002327000;0002249000;0002535000;0002376000;0002095000;0002152000;0003046000;0002339000;0002630000;1003424000;0002591000;0018496000;0002311000;0002182000;0002655000;0005345000;0002102000;0001940000;0002152000;0002366000;0003045000;0002568000;0002222000;0002097000;0002290000;0002114000;0001896000;0002642000;0002171000;0002377000;0002595000;0003089000;0003688000;0002588000;0004762000;0001830000;0003439000;0003028000;0003156000;0002680000;0002375000;0002344000;0002812000;0002052000;0002310000;0004163000;0002717000;0001545000;0001994000;0002884000;0002135000;0002325000;0002229000;0002490000;0004472000;0002383000;0001944000;0003046000;0002102000;0003647000;0002507000
0002351000;0002506000;0001988000;0002427000;0004022000;0001873000;0001687000;0001864000;0002894000;0004099000;0004523000;0006475000;0001734000;0002985000;0003051000;0003562000;0003932000;0002064000;0002196000;0004811000;0001905000;0001877000;0002907000;0002424000;0002432000;0002167000;0002048000;0003892000;0002288000;0002208000;0002821000;0002711000;0001950000;0002139000;0002663000;0002195000;0002201000;0002095000;0002705000;0003486000;0002206000;0004137000;0002721000;0002528000;0002624000;0001742000;0003106000;0002566000;0002213000;0003524000;0004281000;0002764000;0002315000;0002181000;0001916000;0003058000;0002144000;0002509000;0002273000;0002293000;0002311000;0001979000;0002135000;0002399000;0002269000;0002629000;0002247000;0001801000;0002376000;0002856000;0002218000;0002315000;0002323000;0003429000;0001777000;0002352000;0001747000;0002109000;0001981000;0003542000;0002027000;0002824000;0001987000;0002254000;0005229000;0002891000;0002068000;0003591000;0002581000;0006317000;0002306000;0002678000;0002195000;0002295000;0002154000;0004226000;0002329000;0006850000;0001921000;0002062000
0003727000;0002288000;0002236000;0002139000;0001819000;0002276000;0002700000;0001893000;0003321000;0004597000;0002435000;0005152000;0004096000;0005652000;0003285000;0002048000;0002856000;0002446000;0002317000;0002547000;0002935000;0002399000;0002263000;0001837000;0002111000;0006126000;0004536000;0003389000;0002301000;0002385000;0002025000;0002141000;0002261000;0002489000;0001923000;0002557000;0002755000;0002123000;0001953000;0002413000;0002566000;0002440000;0002606000;0002317000;0003179000;0001774000;0004073000;0002716000;0002031000;0002626000;0002335000;0002489000;0001786000;0002194000;0002580000;0002085000;0002340000;0002080000;0002148000;0002692000;0002236000;0002176000;0002011000;0002436000;0003150000;0002523000;0002299000;0002116000;0004604000;0002577000;0002081000;0003948000;0003152000;0001814000;0002279000;0003235000;0003397000;0001755000;0002179000;0002089000;0001655000;0003685000;0001988000;0002079000;0001680000;0002572000;0001980000;0005061000;0001957000;0001936000;0002679000;0002423000;0005372000;0002305000;0003323000;0004892000;0003887000;0002164000;0002891000;0002909000
0002237000;0002088000;0002509000;0001976000;0001806000;0002743000;0002276000;0003111000;0002413000;0002268000;0002386000;0002537000;0002027000;0006029000;0009749000;0002258000;0003783000;0003952000;0001934000;0002087000;0002128000;0002332000;0002171000;0002075000;0002696000;0006217000;0003440000;0002272000;0002048000;0002677000;0002661000;0005174000;0002782000;0002157000;0001742000;0002196000;0002601000;0002359000;0002132000;0002216000;0006190000;0002179000;0003611000;0002246000;0005504000;0001561000;0005049000;0002028000;0002251000;0002142000;0002829000;0002085000;0002226000;0003099000;0002120000;0002975000;0002887000;0001944000;0002887000;0006231000;0002604000;0002302000;0003001000;0002649000;0002665000;0005757000;0005396000;0002021000;0004945000;0002916000;0003026000;0002286000;0002430000;0002163000;0002186000;0002719000;0001876000;0001662000;0002688000;0004454000;0002287000;0001941000;0001680000;0003465000;0002065000;0002323000;0001889000;0002189000;0002566000;0003655000;0002351000;0001977000;0002252000;0002270000;0002287000;0001730000;0002555000;0002852000;0002453000;0003157000
0003626000;0001772000;0002292000;0002655000;0002976000;0001962000;0002006000;0002892000;0001949000;0004949000;0002140000;0002134000;0002171000;0005502000;0003764000;0003965000;1002595000;0005061000;0002237000;0057396000;0002561000;0002030000;0002997000;0001927000;0002764000;0003120000;0002244000;0002454000;0002898000;0003815000;0002257000;0002362000;0002699000;0002533000;0002283000;0001972000;0002053000;0002763000;0002174000;0002314000;0003413000;0002662000;0002454000;0002119000;0003405000;0004144000;0005752000;0001806000;0001942000;0002685000;0002237000;0001970000;0002091000;0002711000;0002053000;0002058000;0002278000;0002180000;0002361000;0002854000;0002430000;0002247000;0002598000;0002258000;0003030000;0003781000;0002768000;0002014000;0003026000;0002151000;0002605000;0002687000;0002350000;0002435000;0001828000;0001853000;0002047000;0002210000;0002131000;0002094000;0001719000;0001985000;0002093000;0002037000;0001823000;0002009000;0001899000;0002263000;0002774000;0005363000;0002573000;0002929000;0002135000;0002273000;0005449000;0001953000;0005397000;0002478000;0002938000;0007498000
0002775000;0002497000;0002538000;0003970000;0002477000;0002326000;0002181000;0002698000;0001838000;0002480000;0001819000;0004793000;0002129000;0002580000;0002845000;0002064000;0002243000;0006936000;0002572000;0003573000;0002674000;0004429000;0002029000;0002622000;0002013000;0002551000;0002520000;0002679000;0002149000;0002716000;0002321000;0003962000;0001991000;0002948000;0002570000;0003017000;0001839000;0002448000;0002710000;0002175000;0002513000;0002633000;0002051000;0002357000;0002240000;0001714000;0002472000;0003739000;0002377000;0003912000;0002151000;0002132000;0002892000;0004500000;0003055000;0002122000;0001946000;0002041000;0005203000;0002379000;0002800000;0002472000;0004783000;0002098000;0002604000;0002419000;0002105000;0002797000;0003274000;0002136000;0002270000;0002782000;0002437000;0002105000;0001876000;0002393000;0003139000;0002858000;0001966000;0003526000;0001943000;0001856000;0002015000;0002070000;0002663000;0002176000;0001932000;0001934000;0002668000;0001968000;0001843000;0003632000;0002683000;0002146000;0001863000;0002031000;0003201000;0002068000;0002120000;0005761000
0002336000;0003099000;0001924000;0002686000;0001746000;0002014000;0001784000;0002479000;0002439000;0003118000;0002136000;0002394000;0001854000;0002380000;0002714000;0002426000;0002884000;0002658000;0002142000;0004194000;0002175000;0001897000;0001950000;0002498000;0002085000;0002205000;0003187000;0004612000;0003668000;0005392000;0002164000;0004982000;0009543000;0002290000;0001812000;0002473000;0002867000;1003173000;0002624000;0002429000;0004106000;0002293000;0002429000;0002315000;0002078000;0005094000;0002188000;0001827000;0001870000;0003127000;0002244000;0002351000;0002957000;0002110000;0002041000;0001822000;0003327000;0002959000;0002994000;0002144000;0002907000;0004425000;0002430000;0002133000;0003171000;0002326000;0003911000;0002001000;0002530000;0006078000;0005033000;0003454000;0004216000;0002050000;0002324000;0002159000;0002539000;0003990000;0002145000;0002504000;0002551000;0002158000;0004808000;0002435000;0001918000;0004518000;0005978000;0002305000;0002364000;0002046000;0002131000;0002824000;0002089000;0002137000;0005048000;0002157000;0002304000;0002626000;0002829000;0002766000
0002003000;0001952000;0004013000;0002135000;0001825000;0002751000;0001677000;0002172000;0003336000;0002080000;0002254000;0002117000;0001843000;0003211000;0002269000;0002413000;0002002000;0002896000;0001902000;0003120000;0002118000;0001971000;0002602000;0002667000;0005677000;0002910000;0004909000;0004610000;0002272000;0002599000;0002158000;0003668000;0005961000;0005993000;0001990000;0002137000;0001950000;0003143000;0003028000;0002417000;0002179000;0002005000;0002406000;0002086000;0002967000;0001980000;0002031000;0002148000;0002107000;0002074000;0002044000;0002156000;0002606000;0002215000;0002707000;0004421000;0001942000;0005233000;0002506000;0002200000;0003573000;0003095000;0002825000;0002121000;0002265000;0002805000;0002724000;0001763000;0003326000;0002320000;0002930000;0003333000;0003126000;0001832000;0002353000;0002550000;0002163000;0001932000;0002704000;0002283000;0002926000;0002254000;0002130000;0007706000;0003241000;0004323000;0002504000;0005603000;0002573000;0002177000;0003187000;0002071000;0004639000;0002254000;0003287000;0002392000;0002790000;0003411000;0001915000;0002472000
0003921000;0002170000;0001827000;0002534000;0002592000;0004178000;0002281000;0002441000;0002630000;0002308000;0002093000;0004565000;0001791000;0002317000;0002463000;0002305000;0006117000;0003472000;0002643000;0004338000;0001779000;0002059000;0002069000;0002171000;0002129000;0004104000;0002951000;0002291000;0002103000;0001766000;0002043000;0004042000;0001885000;0001959000;0001687000;0001975000;0002281000;0002132000;0002139000;0002220000;0002140000;0002097000;0001974000;0002102000;0002183000;0001892000;0002109000;0002094000;0002660000;0001910000;0001962000;0002656000;0002192000;0001761000;0004818000;0002424000;0001649000;0003618000;0002664000;0004597000;0002102000;0002122000;0004444000;0001996000;0005829000;0003539000;0002095000;0002702000;0004662000;0002922000;0002102000;0003015000;0003474000;0001627000;0002413000;0002045000;0002150000;0004976000;0002370000;0002231000;0003280000;0050765000;0002140000;0002617000;0002549000;0001982000;0002846000;0003078000;0002354000;0004931000;0002039000;0001912000;0002725000;0003299000;0002016000;1002659000;0002442000;0001916000;0002274000;0002362000
0002247000;0001597000;0001950000;0002330000;0002128000;0002708000;0002208000;0002864000;0001846000;0002795000;0002225000;0001868000;0002408000;0006029000;0002179000;0001979000;0002078000;0002530000;0002087000;0002065000;0001963000;0002170000;0002367000;0002657000;0004685000;0001967000;0005383000;0002486000;0002166000;0002588000;0002217000;0002985000;0004074000;0002457000;0002152000;0002883000;0002710000;0002090000;0002273000;0002365000;0002082000;0002531000;0003203000;0002287000;0002273000;0001856000;0002080000;0003159000;0002067000;0002408000;0002848000;0004561000;0002921000;0002979000;0002366000;0002257000;0002105000;0002860000;0002679000;0002359000;0003719000;0006608000;0002486000;0004322000;0002172000;0002515000;0002826000;0002130000;0002895000;0003181000;0002180000;0003018000;0002552000;0002684000;0001818000;0001801000;0001936000;0003306000;0002609000;0002548000;0001996000;0002451000;0002120000;0001878000;0003097000;0002477000;0005043000;0002974000;0002240000;0002090000;0005223000;0002137000;0002193000;0002676000;0002603000;0001990000;0002281000;0002157000;0002529000;0002022000
